,id,food_complexity,num_ingredients,serving_setting,expected_cost,related_movie,paired_drink,associated_people,hot_sauce_level,Label
770,629700,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,Cloudy with a Chance of Meatballs,Water,"Friends,Teachers",,Pizza
771,630928,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,Cloudy with a Chance of Meatballs,apple juice,Friends,,Pizza
772,607286,4,17.5,"Week day lunch,Week day dinner,At a party",15.0,Murder Mystery,Sprite.,"Parents,Siblings,Friends,Teachers",A little (mild),Pizza
773,607609,3,8.0,"At a party,Late night snack",2.5,Interstellar,Soft Drink,Friends,A moderate amount (medium),Pizza
774,522890,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,Shall We Go to My Place or Your Place or Each Go Home Alone?,pepsi,"Siblings,Friends",,Pizza
775,630227,2,3.0,"Week day dinner,Weekend dinner,At a party",20.0,The Super Mario Bros. Movie,Coca Cola,"Siblings,Friends",,Pizza
776,603607,3,4.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,Mystic Pizza,Coke,"Siblings,Friends",,Pizza
777,617029,3,5.0,"Week day dinner,Weekend dinner,At a party",20.0,Scott Pilgrim vs. the World,coke,"Siblings,Friends,Strangers",A little (mild),Pizza
778,617462,3,4.0,"Week day lunch,Weekend lunch,At a party",5.0,Spider-Man 2,Coke,"Siblings,Friends",,Pizza
779,633001,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",5.0,Ratatouille,Iced tea,"Parents,Friends",,Pizza
780,634690,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,Home Alone 2: Lost in New York,pepsi,"Parents,Siblings",A little (mild),Pizza
781,630198,2,4.0,"Weekend lunch,At a party",5.0,The Ritual,coca-cola,"Friends,Teachers",,Pizza
782,520507,3,7.0,"Weekend dinner,At a party",4.0,The Ritual,Ginger ale,"Parents,Siblings,Friends",A little (mild),Pizza
783,635065,1,3.0,"Week day lunch,Week day dinner,Weekend lunch",7.0,Break,Soda,"Siblings,Friends,Strangers",,Pizza
784,613209,3,3.0,"At a party,Late night snack",5.0,Home Alone,Pepsi/Coke,Siblings,A little (mild),Pizza
785,605452,2,6.0,"Weekend dinner,At a party",15.0,Uncle Grandpa,Soda,Friends,,Pizza
786,24137,4,7.0,"Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,The King of Comedy,coke,Friends,,Pizza
787,518809,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.0,And Then There Were None,fanta,"Friends,Teachers",A little (mild),Pizza
788,634646,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.0,Untitled Harry Potter Series,Coca Cola,"Siblings,Friends",,Pizza
789,508156,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,At a party",3.0,Eat Pray Love,Coca-Cola Zero,"Siblings,Friends,Teachers",A little (mild),Pizza
790,632909,3,10.0,"Week day dinner,Weekend dinner,At a party,Late night snack",7.0,Spider-Man,canada dry,"Parents,Siblings",,Pizza
791,414734,2,4.0,At a party,15.0,American Pie,obviously cola,Friends,A lot (hot),Pizza
792,630250,3,9.0,"At a party,Late night snack",7.5,Ratatouille,Sprite,Friends,,Pizza
793,411810,3,3.0,"Week day lunch,Weekend lunch,At a party,Late night snack",2.0,Toy Story,pop,"Parents,Siblings,Friends",,Pizza
794,214145,3,10.0,Weekend lunch,10.0,Shrek 5,gatorade,"Parents,Siblings",A lot (hot),Pizza
795,628986,2,4.0,At a party,16.99,Captain America: Brave New World,Coke,Teachers,A lot (hot),Pizza
796,211158,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.0,Home Alone,Soda,Friends,,Pizza
797,507382,2,5.0,At a party,5.0,Spider-Man 2,Coca Cola,Friends,A little (mild),Pizza
798,522877,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,Pirates of the Caribbean: The Curse of the Black Pearl,ginger ale ,"Siblings,Friends",A little (mild),Pizza
799,635024,3,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",4.0,"Monsters, Inc.",Soda.,"Parents,Friends,Teachers",,Pizza
800,602845,3,7.0,"Weekend lunch,At a party",22.5,I Really Don't Think I Can Make This Movie,cola,"Parents,Siblings",A little (mild),Pizza
801,519822,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.5,Bridget Jones: Mad About the Boy,Coca-cola,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
802,600849,2,4.0,"Weekend dinner,At a party",6.0,Superbad,Ginger ale,Friends,,Pizza
803,605148,3,8.0,"Week day lunch,Week day dinner,At a party",5.0,Home Alone,pepsi,Friends,,Pizza
804,631600,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.2,,sprite,"Siblings,Friends",,Pizza
805,716142,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,Home Alone,soda,Friends,,Pizza
806,525853,1,4.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,Spider-Man 2,Coca-Cola,"Friends,Teachers",,Pizza
807,835124,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,Teenage Mutant Ninja Turtles,Coke,Friends,,Pizza
808,634764,4,7.0,"Week day lunch,Weekend lunch,At a party,Late night snack",10.0,The Grinch,Coke,"Parents,Siblings,Friends,Teachers,Strangers",,Pizza
809,630117,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,The Grinch,Pop drink,Friends,,Pizza
810,631531,5,7.0,"Week day lunch,Week day dinner,At a party,Late night snack",5.0,Back to the Future,pepsi/water,"Parents,Siblings,Friends,Teachers",,Pizza
811,714062,3,4.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,The Hangover,Coke,Friends,A little (mild),Pizza
812,629156,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Teenage Mutant Ninja Turtles,Soda,Friends,A little (mild),Pizza
813,498563,4,9.0,"Weekend lunch,Weekend dinner,At a party",16.0,Home Alone,Water,Friends,,Pizza
814,625319,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,Teenage Mutant Ninja Turtles,water,"Friends,Teachers",A moderate amount (medium),Pizza
815,723931,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Spider-Man,coke,"Siblings,Friends",,Pizza
816,526497,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,Set It Up,Coke ,"Parents,Siblings,Friends,Teachers",A little (mild),Pizza
817,630999,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,Set It Up,Coke,Teachers,,Pizza
818,97339,1,5.5,At a party,10.0,Spider-Man 2,Coke Zero,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
819,631909,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Mufasa: The Lion King,Coke,Friends,,Pizza
820,625349,3,3.5,"Weekend dinner,At a party,Late night snack",20.0,Dune: Part Two,sprite,"Parents,Friends,Strangers",A little (mild),Pizza
821,632299,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,Cloudy with a Chance of Meatballs,Soda,Friends,A little (mild),Pizza
822,616634,4,9.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",4.0,The Lego Movie,Pepsi,"Friends,Teachers,Strangers",A little (mild),Pizza
823,616836,3,5.0,"Weekend dinner,At a party",3.0,Ratatouille,Diet Coke,Friends,A moderate amount (medium),Pizza
824,609116,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,The Big Lebowski,Soda,"Siblings,Friends",,Pizza
825,626789,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",6.0,The Big Lebowski,diet coke,Friends,,Pizza
826,504599,3,7.5,"Week day lunch,At a party,Late night snack",15.0,Fight Club,Diet Pepsi,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
827,632684,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.0,Teenage Mutant Ninja Turtles,Coca Cola,"Parents,Siblings,Friends",,Pizza
828,522967,2,3.0,"Weekend lunch,At a party",12.0,Spider-Man,cocacola,"Parents,Teachers",A little (mild),Pizza
829,632893,3,10.0,"Weekend lunch,At a party",15.0,Transformers,Pepsi,Friends,A little (mild),Pizza
830,632156,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,I Really Don't Think I Can Make This Movie,coke,"Parents,Siblings",,Pizza
831,603582,3,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Cloudy with a Chance of Meatballs,coke,"Parents,Siblings,Friends",,Pizza
832,626754,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,Home Alone,Coca Cola,"Parents,Friends",,Pizza
833,298481,4,11.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.0,Interstellar,Coke Zero,"Parents,Siblings,Friends",,Pizza
834,631583,2,6.0,"Week day dinner,Weekend dinner,At a party",18.0,Futurama: Bender's Big Score,Coke,"Parents,Siblings,Friends",,Pizza
835,718026,3,5.0,"Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,Teenage Mutant Ninja Turtles,pepsi,Friends,,Pizza
836,616713,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,The Italian Job,Water,Friends,,Pizza
837,602533,5,5.0,"Weekend dinner,At a party",15.0,The Godfather,Coke,"Parents,Friends",A little (mild),Pizza
838,522345,2,4.5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",8.6,Teenage Mutant Ninja Turtles,Soda,Friends,,Pizza
839,629758,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",13.0,Back to the Future Part 2: Behind the Scenes,diet coke,"Friends,Strangers",,Pizza
840,631496,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Spider-Man,Coke,Friends,,Pizza
841,491374,2,11.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,Your Friendly Neighborhood Spider-Man,Coca-Cola,Friends,,Pizza
842,632051,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.5,Home Alone,Coke,"Parents,Siblings,Friends,Strangers",,Pizza
843,409930,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,,water,"Parents,Siblings,Friends",,Pizza
844,632975,2,5.0,"Week day lunch,Weekend lunch,At a party",4.0,Monster House,Coke,"Siblings,Friends",A little (mild),Pizza
845,407221,3,5.0,"Week day lunch,At a party",25.0,Spider-Man,Pepsi,Friends,A lot (hot),Pizza
846,204508,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Cloudy with a Chance of Meatballs,sprite,Friends,,Pizza
847,618700,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,The Godfather,soda,Friends,A little (mild),Pizza
848,627792,3,3.0,"Weekend lunch,Weekend dinner,At a party",5.0,Spider-Man 2,Pepsi.,"Siblings,Friends",,Pizza
849,712054,3,3.0,"Week day dinner,At a party",16.0,Untitled Harry Potter Series,Coke,Friends,,Pizza
850,631881,2,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.5,home alone,"Soda (i.e. Coke, Pepsi, etc.)",Friends,,Pizza
851,716188,3,6.0,"At a party,Late night snack",18.5,Italian Movie,Coke,"Friends,Teachers",,Pizza
852,628744,3,6.0,"Week day lunch,Weekend lunch,At a party,Late night snack",15.0,TMNT,Coca Cola,"Friends,Teachers",A little (mild),Pizza
853,604132,4,5.0,"Week day lunch,Weekend lunch,At a party",8.0,Ratatouille,Soda,"Siblings,Friends",A moderate amount (medium),Pizza
854,629807,2,3.0,"Week day lunch,Week day dinner,Weekend lunch",5.0,Ratatouille,Water,Friends,A little (mild),Pizza
855,741428,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,Ratatouille,Pepsi,Friends,,Pizza
856,633024,2,6.0,"Week day lunch,At a party,Late night snack",5.0,,water,Strangers,,Pizza
857,631221,3,4.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.5,Cloudy with a Chance of Meatballs,soda,Friends,,Pizza
858,601983,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Home Alone,Coke,"Parents,Siblings",A little (mild),Pizza
859,603007,2,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,Teenage Mutant Ninja Turtles,Iced Tea,Friends,A moderate amount (medium),Pizza
860,601217,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,The Godfather,Diet coke,"Siblings,Friends",A moderate amount (medium),Pizza
861,629221,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,Teenage Mutant Ninja Turtles,Coke,Friends,,Pizza
862,634705,2,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,The Super Mario Bros. Movie,Orange Crush Soda,"Parents,Siblings",A little (mild),Pizza
863,630070,3,14.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Spider-Man 2,coke,"Parents,Friends,Teachers,Strangers",A little (mild),Pizza
864,630006,3,13.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,Home Alone,Coke,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
865,629072,3,6.0,"Weekend dinner,At a party,Late night snack",4.0,Cloudy with a Chance of Meatballs,Soda,"Parents,Friends",,Pizza
866,630044,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,Cloudy with a Chance of Meatballs,Diet pepsi.,"Siblings,Friends",,Pizza
867,626026,2,6.0,"Weekend lunch,Weekend dinner,At a party",4.0,Ratatouille,sprite,"Friends,Strangers",,Pizza
868,520303,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,The Godfather,Coke,"Siblings,Friends",,Pizza
869,630972,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,Cloudy with a Chance of Meatballs,Soda,"Siblings,Friends,Teachers",A little (mild),Pizza
870,630948,3,3.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15.0,Teenage Mutant Ninja Turtles,soda,"Parents,Siblings,Friends",,Pizza
871,626778,2,4.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",4.666666666666667,Home Alone,Coke Zero,"Parents,Siblings,Friends,Teachers,Strangers",A moderate amount (medium),Pizza
872,631181,4,4.0,"Week day lunch,At a party,Late night snack",4.4,The Hangover,coke,Parents,A little (mild),Pizza
873,633541,2,6.0,"Weekend dinner,At a party,Late night snack",15.0,The Dark Knight,Nestea,Friends,A little (mild),Pizza
874,630098,3,3.0,"Week day lunch,At a party",5.0,Teenage Mutant Ninja Turtles,Coke.,Friends,A little (mild),Pizza
875,629959,3,4.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,Ratatouille,Water,"Parents,Siblings,Friends",,Pizza
876,633097,3,8.0,"Week day lunch,Weekend dinner,At a party",5.0,American Pie,Cola,"Friends,Teachers",,Pizza
877,605290,3,1.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",5.0,Mean Girls,Sprindrift,Friends,,Pizza
878,629869,3,5.0,At a party,2.0,Friday,Diet coke,Friends,A little (mild),Pizza
879,632868,2,5.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.5,home alone,coca-cola,"Parents,Siblings,Friends",A little (mild),Pizza
880,209691,2,5.0,"Week day lunch,Weekend lunch,At a party",5.5,,iced tea,"Friends,Teachers",,Pizza
881,600915,4,5.0,"At a party,Late night snack",20.0,Toy Story,Water,Friends,,Pizza
882,525420,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,Teenage Mutant Ninja Turtles,Coke,"Siblings,Friends,Strangers",A moderate amount (medium),Pizza
883,414710,3,7.0,"Week day lunch,Weekend lunch,At a party,Late night snack",2.5,The Garfield Movie,Pepsi,"Parents,Friends",A moderate amount (medium),Pizza
884,629985,3,10.0,"Week day lunch,Weekend lunch,At a party",3.0,Pirates of the Caribbean: The Curse of the Black Pearl,pepsi,Strangers,A lot (hot),Pizza
885,523128,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",9.0,This Is the End,Sprite,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
886,727410,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",25.0,The Karate Kid,Water,Friends,A little (mild),Pizza
887,616457,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Goodfellas,coke,"Friends,Teachers",A little (mild),Pizza
888,206487,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,Ratatouille,soft drink,"Siblings,Friends,Teachers",A little (mild),Pizza
889,68949,2,7.5,"Weekend dinner,At a party",14.5,Teenage Mutant Ninja Turtles,soda,"Siblings,Friends",A little (mild),Pizza
890,419835,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,Cloudy with a Chance of Meatballs,Coke,"Siblings,Friends,Strangers",,Pizza
891,745732,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.0,ready player one,coca cola. ,Strangers,,Pizza
892,543739,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,Teenage Mutant Ninja Turtles,Coke,"Siblings,Friends",,Pizza
893,410380,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,Your Friendly Neighborhood Spider-Man,Soda,"Parents,Friends,Teachers",,Pizza
894,385307,4,8.0,"Weekend dinner,At a party",3.0,Teenage Mutant Ninja Turtles,coke ,Friends,,Pizza
895,634566,4,8.0,Weekend dinner,15.0,The Gentlemen,Martini Cocktail ,Friends,,Pizza
896,625818,1,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.95,Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles,Coca-cola,Friends,A little (mild),Pizza
897,631164,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.5,,Water,Strangers,A little (mild),Pizza
898,603130,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,The Godfather,Pepsi,"Friends,Teachers",,Pizza
899,229211,3,5.0,"Week day lunch,Week day dinner,At a party,Late night snack",5.0,Pulp Fiction,Gingerale (Canada Dry),"Parents,Friends",A little (mild),Pizza
900,626849,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Teenage Mutant Ninja Turtles,Pop/Soda,"Siblings,Friends",,Pizza
901,634650,2,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,Spider-Man,Coke,"Siblings,Friends",A moderate amount (medium),Pizza
902,632125,3,5.0,"Week day dinner,Weekend dinner,At a party,Late night snack",3.0,Cloudy with a Chance of Meatballs,Sprite,"Friends,Teachers",,Pizza
903,626812,2,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,A Minecraft Movie,ice tea,Friends,,Pizza
904,631109,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",3.25,gilmore girls,"Soda, personally Sprite. ","Siblings,Friends",,Pizza
905,716766,2,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,Spider-Man,coca-cola,Friends,,Pizza
906,494103,3,8.0,"Week day dinner,Weekend dinner,At a party,Late night snack",5.0,Teenage Mutant Ninja Turtles,Coca cola,Friends,A moderate amount (medium),Pizza
907,628102,2,3.0,"Week day dinner,Weekend lunch,At a party",4.0,Happy Gilmore,Water,"Parents,Siblings,Friends",A little (mild),Pizza
908,634683,3,5.0,"Week day lunch,At a party,Late night snack",3.0,Ratatouille,Coke,"Siblings,Friends",,Pizza
909,517774,2,5.0,"Weekend lunch,At a party",6.0,Inception,sprite,Friends,A little (mild),Pizza
910,408898,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.0,Spider-Man 2,Water,"Parents,Siblings,Friends",A little (mild),Pizza
911,603189,3,6.0,"At a party,Late night snack",4.0,Back in Action,Diet Coke,"Siblings,Friends,Teachers",A moderate amount (medium),Pizza
912,606857,2,4.0,"Week day lunch,Weekend lunch,At a party",3.5,Teenage Mutant Ninja Turtles,Coke,Friends,A moderate amount (medium),Pizza
913,523080,2,4.0,"Weekend lunch,Weekend dinner,At a party",3.0,MasterChef USA,soda,Friends,,Pizza
914,631014,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,Spider-Man 2,Fanta,Parents,,Pizza
915,503957,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",11.0,Home Alone,Coke,Friends,I will have some of this food item with my hot sauce,Pizza
916,524890,3,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,Spider-Man 2,Sprite,"Siblings,Friends",,Pizza
917,717411,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",3.0,Italian Movie,soft drink,Strangers,A little (mild),Pizza
918,525311,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Die Hard,Soda,"Parents,Siblings",A little (mild),Pizza
919,630967,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,The Social Network,wine,"Friends,Strangers",A little (mild),Pizza
920,604969,2,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,The NeverEnding Story,Soda,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
921,524480,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,The Maze Runner,Mountain Dew,Friends,,Pizza
922,630121,3,15.0,"Week day lunch,Weekend dinner,At a party",5.0,Home Alone,soft drinks,"Siblings,Friends,Teachers",A lot (hot),Pizza
923,629615,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,El Diario De Un Chico En Apuros 2: Las Reglas De Rodrick,Sprite,"Parents,Siblings,Friends",A lot (hot),Pizza
924,634977,5,4.0,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,Spider-Man 2,Coca Cola,"Parents,Siblings,Friends",,Pizza
925,630823,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,Transformers,coke,"Siblings,Friends",,Pizza
926,632228,2,5.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.5,Teenage Mutant Ninja Turtles,Coke,"Siblings,Friends",A lot (hot),Pizza
927,504548,2,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack",5.0,Spider-Man 2,Coca-Cola,"Friends,Teachers",,Pizza
928,522477,4,9.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,,Coke.,"Siblings,Friends,Teachers,Strangers",,Pizza
929,523461,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,Spider-Man,Soda,"Parents,Siblings,Friends",,Pizza
930,312640,4,4.666666666666667,"Week day lunch,Week day dinner,Weekend dinner,At a party",12.666666666666666,Anchorman: The Legend of Ron Burgundy,coke,Friends,,Pizza
931,854745,3,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack",5.0,Friends,Soda,Friends,A moderate amount (medium),Pizza
932,711854,2,6.0,"Week day lunch,Weekend dinner,At a party,Late night snack",23.0,Zootopia,Coke,Friends,A moderate amount (medium),Pizza
933,739254,4,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,Home Alone,Sprite,Friends,,Pizza
934,621555,3,5.333333333333333,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",17.0,I Don't Watch TV,ice tea,Friends,A lot (hot),Pizza
935,602482,3,4.5,"Weekend lunch,Weekend dinner,At a party",5.0,minions: rise of gru,Soda,"Friends,Teachers",,Pizza
936,630416,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.666666666666667,ratatouille,water,"Parents,Siblings,Friends,Teachers,Strangers",I will have some of this food item with my hot sauce,Pizza
937,505458,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,ratatouille,Soft drink,Friends,,Pizza
938,296589,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.5,The Terminator,water,Friends,A little (mild),Pizza
939,604826,3,6.0,"Week day lunch,Weekend lunch,At a party,Late night snack",3.5,Listener Dan About Home Alone Christmas Movie,water,Friends,,Pizza
940,387820,4,5.5,Weekend lunch,,Men in Black,Diet coke,Teachers,A little (mild),Pizza
941,603612,4,7.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,Teenage Mutant Ninja Turtles,Water,"Parents,Strangers",,Pizza
942,712252,4,13.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,Cloudy with a Chance of Meatballs,Coke,"Siblings,Friends",,Pizza
943,742226,4,3.0,"Week day lunch,Weekend lunch,At a party",7.5,Teenage Mutant Ninja Turtles,Soda,"Siblings,Friends",,Pizza
944,712771,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,Green Book,Orange juice,Parents,,Pizza
945,746466,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",24.0,The Da Vinci Code,Ginger Ale,"Siblings,Friends",A little (mild),Pizza
946,601737,4,5.0,"Weekend lunch,At a party,Late night snack",5.0,Mission: Impossible - Rogue Nation/Vacation/Unexpected/Smosh: The Movie,coke,Friends,A little (mild),Pizza
947,631902,2,3.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",4.0,Your Friendly Neighborhood Spider-Man,Soda,"Parents,Friends,Teachers",A little (mild),Pizza
948,312320,5,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.0,,coke,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
